adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",https://www.foxmovies.com/movies/bad-times-at-the-el-royale,446021,tt6628394,en,Bad Times at the El Royale,"Seven strangers, each with a secret to bury, meet at Lake Tahoe's El Royale, a rundown hotel with a dark past in 1969. Over the course of one fateful night, everyone will have a last shot at redemption.",53.956,/iNtFgXqXPRMkm1QO8CHn5sHfUgE.jpg,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-04,0,141,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All Roads Lead Here.,Bad Times at the El Royale,False,6.5,139
False,,42000000,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}]",http://housewithaclock.com,463821,tt2119543,en,The House with a Clock in Its Walls,"Ten-year-old Lewis goes to live with his uncle in a creaky old house that contains a mysterious ticktock noise. When Lewis accidentally awakens the dead, the town's sleepy facade magically springs to life with a secret world of witches and warlocks.",40.125,/qM66Hv4ByAxnilr0jaqCA9uOD4Y.jpg,"[{'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 34982, 'logo_path': '/uvTmiRZzNfG88dVXi9hQ7eFNirq.png', 'name': 'Mythology Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-15,29950000,105,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This house knows what makes you tick,The House with a Clock in Its Walls,False,6.3,181
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",http://www.searching.movie,489999,tt7668870,en,Searching,"After his 16-year-old daughter goes missing, a desperate father breaks into her laptop to look for clues to find her. A thriller that unfolds entirely on computer screens.",36.663,/pk9R56ZFlofbBzfwBnHlDyg5DMs.jpg,"[{'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}, {'id': 1038, 'logo_path': '/o62j8ZNXmRTrq6ThviFWiL9zb8J.png', 'name': 'Bazelevs Production', 'origin_country': 'RU'}, {'id': 109501, 'logo_path': None, 'name': 'Bazelevs Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-24,66265218,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No one is lost without a trace,Searching,False,7.7,345
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",http://whiteboyrick.movie,438808,tt4537896,en,White Boy Rick,"The story of teenager, Richard Wershe Jr., who became an undercover informant for the police during the 1980s and was ultimately arrested for drug-trafficking and sentenced to life in prison.",33.973,/376lzYd3vE04qBA5Js93UAKrnvj.jpg,"[{'id': 77863, 'logo_path': '/7z6YOzvdk70YY8OaRbn5mfxrvbO.png', 'name': 'Studio 8', 'origin_country': 'US'}, {'id': 7503, 'logo_path': '/3K8wbNkTn7O4wX89ucnp1ZYR1XF.png', 'name': 'Protozoa Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-14,0,116,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Hustler. Informant. Kingpin. Legend.,White Boy Rick,False,5.7,27
False,,20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",https://asimplefavor.movie/,484247,tt7040874,en,A Simple Favor,"Mommy vlogger Stephanie joins her best friend Emily’s husband, Sean, to investigate her sudden disappearance from their small town.",33.142,/aIYsjQM0piKc0ibPBCTWv3sqshj.jpg,"[{'id': 61791, 'logo_path': '/xyiy5wZdmnxVViRa8oRMXQQvT6F.png', 'name': 'Feigco Entertainment', 'origin_country': 'US'}, {'id': 13240, 'logo_path': '/aTc07YaNHo8WNgkQSnvLmG6w4nW.png', 'name': 'Bron Studios', 'origin_country': 'CA'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-13,85972404,117,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Can you keep a secret?,A Simple Favor,False,6.5,326
False,,8000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",https://londonfieldsfilm.com/,220882,tt1273221,en,London Fields,Clairvoyant femme fatale Nicola Six has been living with a dark premonition of her impending death by murder. She begins a tangled love affair with three uniquely different men: one of whom she knows will be her murderer... The film is based on a dystopian Martin Amis novel.,28.354,/Ap6Vqfw2VYHpLnijxCDJq0L8Uuw.jpg,"[{'id': 2458, 'logo_path': None, 'name': 'Tartan Films', 'origin_country': 'GB'}, {'id': 15231, 'logo_path': '/iFbzMtXFBv2ekA9Ldrw6LqjLrvX.png', 'name': 'Muse Productions', 'origin_country': 'US'}, {'id': 4917, 'logo_path': '/qEoPv39l36BaWHLJ4ln751VpcWC.png', 'name': 'Periscope Entertainment', 'origin_country': 'US'}, {'id': 5056, 'logo_path': '/kADFcjL04xe5HGBnlLjbfhliS2a.png', 'name': 'Head Gear Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-09-20,116470,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"All of them want her, one of them wants her... dead.",London Fields,False,6.3,14
False,,0,"[{'id': 9648, 'name': 'Mystery'}]",,542202,tt3339680,en,Don't Go,"Devastated by his daughter's death in a terrible accident, Ben becomes convinced that he can bring her back through a recurring dream. But is it just a dream? Or is Ben losing his mind?",27.892,/K6OGjRF5s12HnZBY2ksvB4itWw.jpg,"[{'id': 15465, 'logo_path': '/vk1lVkUzNEkhxP0PEn9ZUEdPTwY.png', 'name': 'Amasia Entertainment', 'origin_country': 'US'}, {'id': 5107, 'logo_path': None, 'name': 'Wide Eye Films', 'origin_country': 'IE'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}]",2018-10-26,0,94,[],Released,,Don't Go,False,10.0,1
False,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,451877,tt6169694,en,I Think We're Alone Now,"After the human race has been wiped out, Del lives in an empty town, content in his solitude and the utopia he has methodically created for himself, until he meets young Grace, who wants to stay with him.",19.498,/9sNsmC8FKgr4hTfnGCS49WY20k4.jpg,"[{'id': 7625, 'logo_path': '/kzq4ibnNeZrp00zpBWv3st1QCOh.png', 'name': 'Automatik Entertainment', 'origin_country': 'US'}, {'id': 107244, 'logo_path': None, 'name': 'Estuary Films', 'origin_country': ''}, {'id': 72844, 'logo_path': None, 'name': 'Slater Hall Productions', 'origin_country': ''}, {'id': 19578, 'logo_path': None, 'name': 'Momentum Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-14,0,100,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In the end… Chaos will find you,I Think We're Alone Now,False,6.0,35
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,395841,tt5057140,en,Hold the Dark,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",18.188,/1etEySwZQnBJpzgplgadPi5y4PL.jpg,"[{'id': 104213, 'logo_path': '/iavYBtwebxgRYZgo4dmw46RoUIU.png', 'name': 'Addictive Pictures', 'origin_country': 'US'}, {'id': 1976, 'logo_path': '/vuNHAl3LpcNtjtRx8Ml4gpUMO2G.png', 'name': 'filmscience', 'origin_country': 'US'}, {'id': 109865, 'logo_path': '/iCKY5hDzpyV7Iitr3vAIbu7mRFj.png', 'name': 'VisionChaos Productions', 'origin_country': 'CH'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-22,0,126,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Hold the Dark,False,5.5,194
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,283601,tt2315596,en,Galveston,"After a violent encounter, Roy finds Rocky and sees something in her eyes that prompts a fateful decision. He takes her with him as he flees to Galveston, an action as ill-advised as it is inescapable.",17.652,/fZnPtTHw7TfOQoLz3MeAUSLvNK5.jpg,"[{'id': 16280, 'logo_path': '/nuZoi9osmFiDYcbFiK94o6DKZEj.png', 'name': 'Jean Doumanian Productions', 'origin_country': 'US'}, {'id': 28286, 'logo_path': None, 'name': 'Low Spark Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-10,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Hell is real,Galveston,False,5.7,23
False,,200000,"[{'id': 27, 'name': 'Horror'}]",https://www.killerkatemovie.com,542781,tt7319064,en,Killer Kate!,"Kate attends her estranged sister's bachelorette party at the request of their dying father. The weekend, held at a remote cabin booked on a home sharing app, turns into a savage life-or-death struggle that pits family against family, and past against present.",17.48,/xEtY9NtzImWHZavWTQMWub6RYgj.jpg,"[{'id': 107820, 'logo_path': '/qJbFNOiKtaK8cVKgF6ILKnkI3BX.png', 'name': 'Feld Films', 'origin_country': 'US'}]",[],2018-10-26,0,80,[],Released,,Killer Kate!,False,5.5,2
False,,0,"[{'id': 28, 'name': 'Action'}]",,399402,tt1846589,en,Hunter Killer,"An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president, who has been kidnapped by a rogue general.",17.149,/2oNF25PP9ZGLic8n0er0Zf6KNao.jpg,"[{'id': 333, 'logo_path': '/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png', 'name': 'Original Film', 'origin_country': 'US'}, {'id': 103331, 'logo_path': None, 'name': 'G-BASE', 'origin_country': 'US'}, {'id': 1020, 'logo_path': '/kuUIHNwMec4dwOLghDhhZJzHZTd.png', 'name': 'Millennium Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-19,0,,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Courage runs deep,Hunter Killer,False,5.9,12
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",http://mid90s.movie,437586,tt5613484,en,Mid90s,"Stevie is a sweet 13-year-old about to explode. His mom is loving and attentive, but a little too forthcoming about her romantic life. His big brother is a taciturn and violent bully. So Stevie searches his working-class Los Angeles suburb for somewhere to belong. He finds it at the Motor Avenue skate shop.",14.742,/lvB5TsUScfgwfjZYusjcuZ9L6oS.jpg,"[{'id': 22842, 'logo_path': '/waIZoO3pnB0VVCUVo8u6hqcYN9U.png', 'name': 'Waypoint Entertainment', 'origin_country': ''}, {'id': 41077, 'logo_path': '/1ZXsGaFPgrgS6ZZGS37AqD5uU12.png', 'name': 'A24', 'origin_country': 'US'}, {'id': 258, 'logo_path': None, 'name': 'Scott Rudin Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-19,0,84,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fall. Get back up.,Mid90s,False,8.3,8
False,,0,"[{'id': 18, 'name': 'Drama'}]",https://www.beautifulboy.movie,451915,tt1226837,en,Beautiful Boy,"After he and his first wife separate, journalist David Sheff struggles to help their teenage son Nic, who goes from experimenting with drugs to becoming devastatingly addicted to methamphetamine.",14.428,/xxWVLnkx9lPMqer70AZRR4OC3KS.jpg,"[{'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}, {'id': 6831, 'logo_path': '/ojg8jqsVLGDvuJowOkZQZVV42AA.png', 'name': 'Big Indie Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-12,0,111,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Beautiful Boy,False,6.4,13
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",http://thehateugive.com,470044,tt5580266,en,The Hate U Give,"Raised in a poverty-stricken slum, a 16-year-old girl named Starr now attends a suburban prep school. After she witnesses a police officer shoot her unarmed best friend, she's torn between her two very different worlds as she tries to speak her truth.",14.269,/2gQrVH2rWM3apnUqzigDvafHTJU.jpg,"[{'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-19,0,133,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Two worlds. One voice. No going back.,The Hate U Give,False,8.0,21
False,,0,"[{'id': 18, 'name': 'Drama'}]",,501630,tt7284204,en,Summer '03,A 16-year-old girl and her extended family are left reeling after her calculating grandmother unveils an array of secrets on her deathbed.,13.769,/12X1KfbX31og1KjttO1jy4c9QC4.jpg,[],[],2018-09-28,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Growing up. One mistake at a time.,Summer '03,False,6.0,6
False,,0,"[{'id': 53, 'name': 'Thriller'}]",,486947,tt6742252,da,Den skyldige,"Alarm dispatcher and former police officer, Asger Holm, answers an emergency call from a kidnapped woman. When the call is suddenly disconnected, the search for the woman and her kidnapper begins. With the phone as his only tool, Asger enters a race against time to save the endangered woman. But soon he realizes that he is dealing with a crime that is far bigger than he first thought.",13.608,/6cerQ0XPfNLWrcG6O0nRGQxoAKs.jpg,"[{'id': 235, 'logo_path': '/obOynoztBEhDNfHsDXBqOuQLAZk.png', 'name': 'Nordisk Film', 'origin_country': 'DK'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",2018-06-14,0,85,"[{'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,The Guilty,False,7.6,76
